ds_spectra.NUM,ds_spectra.ID_IAU,ds_spectra.ALPHA,ds_spectra.DELTA,ds_spectra.Z,ds_spectra.ZFLAGS,ds_spectra.MAGI,ds_cfh12k.MAG_AUTO_U,ds_cfh12k.MAGERR_AUTO_U,ds_cfh12k.MAG_AUTO_B,ds_cfh12k.MAGERR_AUTO_B,ds_cfh12k.MAG_AUTO_V,ds_cfh12k.MAGERR_AUTO_V,ds_cfh12k.MAG_AUTO_R,ds_cfh12k.MAGERR_AUTO_R,ds_cfh12k.MAG_AUTO_I,ds_cfh12k.MAGERR_AUTO_I
220361754,VVDS-J222150.40-001443.3,335.460035,-0.245363,0.0000,3,19.3281,-99.9,-99.9,-99,-99,99.99,99.99,-99,-99,19.3281,0.0412
220361774,VVDS-J221845.47-001446.5,334.689484,-0.2462714,0.0000,4,18.6405,20.9267,0.3471,-99,-99,19.1921,0.0065,-99,-99,18.6405,0.0236
220361840,VVDS-J222037.12-001442.1,335.154678,-0.2450373,0.9207,3,21.5834,23.5993,0.4831,-99,-99,99.99,99.99,-99,-99,21.5834,0.1186
220361862,VVDS-J222030.69-001439.1,335.127888,-0.244221,0.6414,3,21.1456,99.99,99.99,-99,-99,99.99,99.99,-99,-99,21.1456,0.1381
220361889,VVDS-J221842.40-001441.4,334.676691,-0.2448385,0.0000,4,19.6524,99.99,99.99,-99,-99,22.1934,0.0345,-99,-99,19.6524,0.0377
220362037,VVDS-J221850.19-001440.6,334.709139,-0.2446231,0.0871,4,20.429,22.2151,0.3956,-99,-99,21.0146,0.0183,-99,-99,20.429,0.0715
220362056,VVDS-J221847.16-001435.8,334.696503,-0.2432782,0.4570,3,20.9384,99.99,99.99,-99,-99,22.6033,0.0499,-99,-99,20.9384,0.0717
220362065,VVDS-J222011.84-001435.1,335.049363,-0.2430923,0.2716,3,21.1313,23.9828,0.4802,-99,-99,99.99,99.99,-99,-99,21.1313,0.101
220362075,VVDS-J221844.98-001436.7,334.687435,-0.2435457,0.0000,4,19.5477,23.8188,0.4992,-99,-99,20.5153,0.0127,-99,-99,19.5477,0.0359
220362101,VVDS-J221843.14-001445.1,334.679758,-0.245879,0.4072,3,21.0438,24.5163,0.6106,-99,-99,22.0146,0.0372,-99,-99,21.0438,0.0738
220362135,VVDS-J222145.68-001430.1,335.440363,-0.2417126,0.0000,4,20.9811,-99.9,-99.9,-99,-99,99.99,99.99,-99,-99,20.9811,0.0905
220362156,VVDS-J222017.31-001431.9,335.072134,-0.2422096,0.5230,3,21.0555,99.99,99.99,-99,-99,99.99,99.99,-99,-99,21.0555,0.0974
220362206,VVDS-J221953.53-001427.5,334.97307,-0.2409956,0.5359,3,22.3765,99.99,99.99,-99,-99,99.99,99.99,-99,-99,22.3765,0.1949
220362222,VVDS-J222114.57-001432.2,335.31074,-0.2422931,0.5515,4,19.8735,23.7051,0.4855,-99,-99,99.99,99.99,-99,-99,19.8735,0.0509
220362271,VVDS-J221847.95-001427.0,334.699814,-0.2408426,0.6026,4,21.95,99.99,99.99,-99,-99,23.7758,0.1021,-99,-99,21.95,0.151
220362311,VVDS-J221827.02-001426.3,334.612616,-0.2406507,0.0000,3,22.0445,23.7187,0.4576,-99,-99,22.3911,0.0355,-99,-99,22.0445,0.1156
220362340,VVDS-J222008.43-001428.0,335.035162,-0.2411284,0.0000,4,20.4632,99.99,99.99,-99,-99,99.99,99.99,-99,-99,20.4632,0.073
220362376,VVDS-J221948.22-001433.7,334.950945,-0.2427011,0.0000,4,18.293,23.2886,0.4221,-99,-99,99.99,99.99,-99,-99,18.293,0.0275
220362407,VVDS-J221908.58-001433.9,334.785791,-0.2427601,0.0000,4,18.292,24.0528,0.514,-99,-99,20.612,0.013,-99,-99,18.292,0.0174
220362447,VVDS-J222104.87-001422.4,335.270324,-0.2395717,0.7931,3,21.9505,23.4477,0.4348,-99,-99,99.99,99.99,-99,-99,21.9505,0.1344
220362462,VVDS-J221846.34-001442.2,334.693116,-0.2450747,0.0000,4,17.9491,21.68,0.3666,-99,-99,18.8091,0.0055,-99,-99,17.9491,0.0172
220362493,VVDS-J221828.50-001422.2,334.618756,-0.2395117,0.4679,4,22.0362,99.99,99.99,-99,-99,23.0719,0.0595,-99,-99,22.0362,0.1158
220362537,VVDS-J221815.59-001421.6,334.564961,-0.2393547,0.0000,4,21.6447,99.99,99.99,-99,-99,23.781,0.094,-99,-99,21.6447,0.0987
220362597,VVDS-J221812.81-001419.5,334.553397,-0.2387626,0.2354,4,22.2641,22.5053,0.444,-99,-99,22.8284,0.0498,-99,-99,22.2641,0.1358
220362628,VVDS-J222015.86-001421.4,335.066123,-0.2393018,0.8681,4,20.9131,24.3996,0.5652,-99,-99,99.99,99.99,-99,-99,20.9131,0.0906
220362633,VVDS-J222136.14-001417.0,335.400605,-0.2380599,0.0000,3,21.8511,99.99,99.99,-99,-99,99.99,99.99,-99,-99,21.8511,0.1346
220362708,VVDS-J222110.65-001418.4,335.294383,-0.2384717,0.0000,3,20.8418,21.8044,0.358,-99,-99,99.99,99.99,-99,-99,20.8418,0.0794
220362764,VVDS-J221934.72-001418.1,334.894681,-0.2383874,0.6660,4,20.7007,23.1716,0.4033,-99,-99,99.99,99.99,-99,-99,20.7007,0.0852
220362862,VVDS-J221836.25-001413.7,334.651043,-0.2371612,0.0000,4,21.1844,99.99,99.99,-99,-99,23.1356,0.0625,-99,-99,21.1844,0.077
220362896,VVDS-J222129.29-001411.8,335.372081,-0.236619,0.3153,3,22.0875,23.4846,0.452,-99,-99,99.99,99.99,-99,-99,22.0875,0.1924
220362911,VVDS-J222145.40-001410.0,335.4392,-0.2361387,0.4763,4,22.3423,-99.9,-99.9,-99,-99,99.99,99.99,-99,-99,22.3423,0.1739
220362912,VVDS-J222008.75-001415.3,335.036496,-0.2376101,0.3197,4,20.9502,23.1464,0.454,-99,-99,99.99,99.99,-99,-99,20.9502,0.0926
220362936,VVDS-J221902.56-001415.8,334.760679,-0.2377354,0.2855,4,20.7125,22.6295,0.4003,-99,-99,21.3332,0.0206,-99,-99,20.7125,0.0657
220362970,VVDS-J221953.11-001410.5,334.971307,-0.2362575,0.0000,4,21.2445,99.99,99.99,-99,-99,99.99,99.99,-99,-99,21.2445,0.1082
220363018,VVDS-J221900.85-001415.2,334.753551,-0.2375769,0.0000,4,18.979,24.2947,0.5577,-99,-99,20.6163,0.0129,-99,-99,18.979,0.0298
220363025,VVDS-J221852.28-001411.2,334.717859,-0.2364513,0.0000,4,20.6688,24.214,0.5654,-99,-99,23.38,0.0832,-99,-99,20.6688,0.0695
220363046,VVDS-J222131.93-001408.7,335.383082,-0.2357761,0.3132,3,22.0346,23.9836,0.5567,-99,-99,99.99,99.99,-99,-99,22.0346,0.1573
220363047,VVDS-J222001.30-001407.3,335.005432,-0.2353836,0.0000,3,21.8075,23.7184,0.4917,-99,-99,99.99,99.99,-99,-99,21.8075,0.1489
220363054,VVDS-J222140.01-001407.2,335.416722,-0.2353354,0.5021,3,21.7857,-99.9,-99.9,-99,-99,99.99,99.99,-99,-99,21.7857,0.1337
220363060,VVDS-J221838.69-001408.8,334.661238,-0.2357828,0.0000,4,21.3766,99.99,99.99,-99,-99,23.9855,0.1266,-99,-99,21.3766,0.0843
220363174,VVDS-J221852.53-001412.4,334.718895,-0.2367897,0.7271,3,20.6123,99.99,99.99,-99,-99,23.5062,0.1228,-99,-99,20.6123,0.0706
220363191,VVDS-J222028.08-001420.0,335.117028,-0.2388907,0.0000,4,18.35,23.7988,0.4593,-99,-99,99.99,99.99,-99,-99,18.35,0.0275
220363220,VVDS-J222144.06-001414.7,335.4336,-0.2374234,0.0000,3,17.7657,-99.9,-99.9,-99,-99,99.99,99.99,-99,-99,17.7657,0.0207
220363231,VVDS-J222140.67-001403.6,335.419475,-0.2343488,0.4696,4,21.9016,-99.9,-99.9,-99,-99,99.99,99.99,-99,-99,21.9016,0.1417
220363267,VVDS-J222101.57-001404.5,335.256564,-0.2345896,0.0000,4,20.4534,99.99,99.99,-99,-99,99.99,99.99,-99,-99,20.4534,0.0662
220363273,VVDS-J222041.29-001401.5,335.172047,-0.2337514,0.0000,3,22.014,99.99,99.99,-99,-99,99.99,99.99,-99,-99,22.014,0.1418
220363293,VVDS-J221850.58-001402.5,334.710771,-0.2340336,0.0000,3,22.0873,99.99,99.99,-99,-99,23.86,0.1117,-99,-99,22.0873,0.1444
220363324,VVDS-J222113.16-001407.5,335.304858,-0.2354228,0.0000,4,18.7846,21.9378,0.359,-99,-99,99.99,99.99,-99,-99,18.7846,0.0306
220363344,VVDS-J222131.42-001401.7,335.380926,-0.2338233,0.4289,4,21.2277,23.0557,0.4108,-99,-99,99.99,99.99,-99,-99,21.2277,0.1034
220363346,VVDS-J221854.85-001400.1,334.728563,-0.2333714,0.6014,3,21.9601,99.99,99.99,-99,-99,23.3758,0.073,-99,-99,21.9601,0.1172
220363353,VVDS-J221834.73-001405.2,334.644744,-0.2347859,0.0000,3,19.1878,20.7488,0.3426,-99,-99,19.5068,0.0076,-99,-99,19.1878,0.0335
220363388,VVDS-J222036.92-001359.2,335.153838,-0.2331386,0.0000,4,20.7947,99.99,99.99,-99,-99,99.99,99.99,-99,-99,20.7947,0.0786
220363409,VVDS-J222046.19-001400.4,335.192465,-0.233456,0.0000,4,20.6294,99.99,99.99,-99,-99,99.99,99.99,-99,-99,20.6294,0.0727
220363444,VVDS-J222044.39-001403.9,335.184962,-0.2344226,0.4682,3,21.0151,22.2467,0.3825,-99,-99,99.99,99.99,-99,-99,21.0151,0.0882
220363446,VVDS-J221858.10-001402.7,334.742113,-0.2341012,0.6155,4,20.5377,99.99,99.99,-99,-99,22.4833,0.0477,-99,-99,20.5377,0.0646
220363463,VVDS-J222016.05-001401.8,335.066908,-0.2338536,0.3169,4,19.9806,24.6312,0.5974,-99,-99,99.99,99.99,-99,-99,19.9806,0.0584
220363468,VVDS-J222039.16-001359.8,335.16319,-0.2332906,0.7763,3,21.7613,23.7749,0.5392,-99,-99,99.99,99.99,-99,-99,21.7613,0.1384
220363482,VVDS-J222031.40-001356.7,335.130858,-0.2324299,0.0000,4,22.2175,99.99,99.99,-99,-99,99.99,99.99,-99,-99,22.2175,0.1625
220363560,VVDS-J222145.99-001355.6,335.44166,-0.2321118,0.6967,3,21.4794,-99.9,-99.9,-99,-99,99.99,99.99,-99,-99,21.4794,0.1143
220363562,VVDS-J221856.80-001356.8,334.736675,-0.2324708,0.6138,3,21.4568,24.0629,0.5829,-99,-99,23.2607,0.1585,-99,-99,21.4568,0.1162
220363571,VVDS-J222004.07-001357.4,335.016982,-0.2326137,0.0000,4,20.4333,99.99,99.99,-99,-99,99.99,99.99,-99,-99,20.4333,0.072
220363574,VVDS-J221853.60-001400.3,334.723372,-0.2334329,0.0000,4,19.036,99.99,99.99,-99,-99,21.2572,0.0184,-99,-99,19.036,0.0296
220363593,VVDS-J221947.94-001354.3,334.949756,-0.2317731,0.0000,4,21.1087,99.99,99.99,-99,-99,99.99,99.99,-99,-99,21.1087,0.1016
220363595,VVDS-J222150.96-001402.7,335.46235,-0.234104,0.0000,3,17.8478,-99.9,-99.9,-99,-99,99.99,99.99,-99,-99,17.8478,0.0213
220363603,VVDS-J222035.46-001401.8,335.147788,-0.2338489,0.2279,4,19.1328,21.7612,0.3862,-99,-99,99.99,99.99,-99,-99,19.1328,0.0364
220363634,VVDS-J222143.33-001351.4,335.430569,-0.2309465,0.0000,4,21.6183,-99.9,-99.9,-99,-99,99.99,99.99,-99,-99,21.6183,0.1232
220363701,VVDS-J221925.01-001352.1,334.854225,-0.2311585,0.0000,4,21.0254,99.99,99.99,-99,-99,99.99,99.99,-99,-99,21.0254,0.095
220363720,VVDS-J222004.55-001352.6,335.018968,-0.2312834,0.5537,4,21.253,99.99,99.99,-99,-99,99.99,99.99,-99,-99,21.253,0.1077
220363743,VVDS-J221950.82-001352.2,334.961772,-0.2311709,0.0000,4,20.4524,24.4884,0.6182,-99,-99,99.99,99.99,-99,-99,20.4524,0.0748
220363762,VVDS-J222028.98-001349.2,335.120755,-0.230345,0.0000,4,21.6656,99.99,99.99,-99,-99,99.99,99.99,-99,-99,21.6656,0.1288
220363768,VVDS-J221814.00-001351.1,334.558368,-0.2308641,0.0000,4,21.2361,24.2893,0.5771,-99,-99,23.6583,0.0916,-99,-99,21.2361,0.0814
220363779,VVDS-J221900.67-001349.6,334.752807,-0.2304708,0.0000,3,21.7099,99.99,99.99,-99,-99,23.6375,0.0864,-99,-99,21.7099,0.1057
220363853,VVDS-J221955.09-001349.3,334.979542,-0.2303767,0.4704,3,20.8224,22.7252,0.4118,-99,-99,99.99,99.99,-99,-99,20.8224,0.0903
220363874,VVDS-J221915.18-001347.9,334.813258,-0.2299995,0.0000,3,20.2443,22.7277,0.4078,-99,-99,20.8474,0.0143,-99,-99,20.2443,0.0603
220363998,VVDS-J221944.40-001343.7,334.935005,-0.2288301,0.8185,3,20.9455,99.99,99.99,-99,-99,99.99,99.99,-99,-99,20.9455,0.0946
220364002,VVDS-J222129.96-001343.0,335.374847,-0.228628,0.2902,3,21.9366,23.6546,0.4961,-99,-99,99.99,99.99,-99,-99,21.9366,0.1453
220364028,VVDS-J221910.50-001345.4,334.793753,-0.2292803,0.8639,24,21.6297,23.4002,0.4446,-99,-99,22.8745,0.0658,-99,-99,21.6297,0.0837
220364088,VVDS-J221844.62-001354.7,334.685939,-0.2318703,0.0000,4,17.63,23.3956,0.4541,-99,-99,19.5008,0.0078,-99,-99,17.63,0.0148
220364099,VVDS-J222037.84-001343.0,335.157703,-0.2286192,0.1885,4,20.9962,22.7443,0.3943,-99,-99,99.99,99.99,-99,-99,20.9962,0.0877
220364102,VVDS-J221930.40-001339.7,334.876699,-0.2277172,0.3063,4,21.971,22.4056,0.4068,-99,-99,99.99,99.99,-99,-99,21.971,0.1529
220364271,VVDS-J221839.30-001347.9,334.663762,-0.2299833,0.2162,4,19.9804,22.0626,0.3821,-99,-99,20.679,0.0166,-99,-99,19.9804,0.0445
220364351,VVDS-J222046.86-001342.1,335.19526,-0.2283754,0.2086,4,20.4566,22.4261,0.3889,-99,-99,99.99,99.99,-99,-99,20.4566,0.0684
220364367,VVDS-J221910.04-001336.8,334.791858,-0.2269025,0.8731,3,21.329,99.99,99.99,-99,-99,23.6659,0.1177,-99,-99,21.329,0.0748
220364369,VVDS-J222100.14-001339.9,335.25062,-0.2277634,0.0000,4,18.2523,19.6971,0.3349,-99,-99,99.99,99.99,-99,-99,18.2523,0.0239
220364389,VVDS-J222009.54-001335.9,335.039787,-0.2266652,0.5008,3,20.4267,22.6618,0.3796,-99,-99,99.99,99.99,-99,-99,20.4267,0.0722
220364410,VVDS-J222042.13-001337.7,335.175544,-0.2271522,0.5851,4,21.3245,24.089,0.5195,-99,-99,99.99,99.99,-99,-99,21.3245,0.1048
220364477,VVDS-J221910.75-001345.1,334.794798,-0.2292065,0.3685,4,20.0499,99.99,99.99,-99,-99,21.6213,0.0326,-99,-99,20.0499,0.0393
220364554,VVDS-J222101.04-001327.8,335.254365,-0.2244162,0.0000,4,20.6905,99.99,99.99,-99,-99,99.99,99.99,-99,-99,20.6905,0.0739
220364579,VVDS-J221959.62-001329.9,334.998457,-0.2249911,0.9082,3,21.0211,99.99,99.99,-99,-99,99.99,99.99,-99,-99,21.0211,0.1016
220364592,VVDS-J222032.52-001328.1,335.135514,-0.2244996,0.0000,4,20.9189,99.99,99.99,-99,-99,99.99,99.99,-99,-99,20.9189,0.0832
220364633,VVDS-J222109.12-001335.3,335.288005,-0.2264913,0.0000,4,18.4862,23.6904,0.4843,-99,-99,99.99,99.99,-99,-99,18.4862,0.0267
220364638,VVDS-J222127.77-001326.9,335.365717,-0.2241402,0.0000,3,21.5431,99.99,99.99,-99,-99,99.99,99.99,-99,-99,21.5431,0.2153
220364643,VVDS-J222005.15-001324.7,335.021462,-0.2235327,0.0000,4,21.7898,99.99,99.99,-99,-99,99.99,99.99,-99,-99,21.7898,0.1362
220364729,VVDS-J221908.71-001327.1,334.786307,-0.2242017,0.0000,4,20.693,99.99,99.99,-99,-99,23.6628,0.1013,-99,-99,20.693,0.0529
220364904,VVDS-J222007.59-001320.8,335.031662,-0.2224527,0.0000,4,19.7757,99.99,99.99,-99,-99,99.99,99.99,-99,-99,19.7757,0.053
220364918,VVDS-J221938.08-001318.8,334.908688,-0.221903,0.7734,4,21.3746,22.96,0.4063,-99,-99,99.99,99.99,-99,-99,21.3746,0.1178
220364976,VVDS-J221948.57-001315.3,334.952383,-0.2209278,0.0000,3,21.8879,99.99,99.99,-99,-99,99.99,99.99,-99,-99,21.8879,0.1471
220365061,VVDS-J222006.01-001314.7,335.025078,-0.2207702,0.5029,3,21.3778,24.4684,0.5718,-99,-99,99.99,99.99,-99,-99,21.3778,0.1135
220365083,VVDS-J222114.47-001316.2,335.310313,-0.2211831,0.0000,4,19.5858,22.9407,0.396,-99,-99,99.99,99.99,-99,-99,19.5858,0.0448
220365090,VVDS-J221831.36-001318.8,334.63068,-0.2219086,0.6687,3,20.8423,24.1935,0.5257,-99,-99,22.4867,0.0516,-99,-99,20.8423,0.0664
220365117,VVDS-J222010.22-001313.2,335.042602,-0.2203351,0.5143,4,21.9648,99.99,99.99,-99,-99,99.99,99.99,-99,-99,21.9648,0.1509
220365134,VVDS-J221913.71-001315.7,334.807145,-0.2210447,0.3680,3,21.152,24.1846,0.5575,-99,-99,22.2782,0.0365,-99,-99,21.152,0.0742
220365168,VVDS-J222052.75-001319.2,335.219817,-0.2220127,0.0000,4,18.8146,99.99,99.99,-99,-99,99.99,99.99,-99,-99,18.8146,0.0314
220365379,VVDS-J221928.62-001314.7,334.869269,-0.2207632,0.0000,4,17.8637,22.2985,0.3706,-99,-99,99.99,99.99,-99,-99,17.8637,0.022
220365384,VVDS-J222016.53-001305.1,335.068886,-0.2180899,0.3821,4,21.8691,23.5568,0.4591,-99,-99,99.99,99.99,-99,-99,21.8691,0.1447
220365403,VVDS-J221824.59-001305.6,334.602487,-0.218243,0.0000,3,22.3704,24.3424,0.5716,-99,-99,99.99,99.99,-99,-99,22.3704,0.1366
220365409,VVDS-J221847.73-001308.4,334.698906,-0.2190189,0.0000,4,20.064,99.99,99.99,-99,-99,22.3864,0.0381,-99,-99,20.064,0.0543
220365482,VVDS-J222036.48-001312.3,335.152014,-0.2200843,0.4318,4,20.1914,99.99,99.99,-99,-99,99.99,99.99,-99,-99,20.1914,0.0598
220365699,VVDS-J221951.17-001302.3,334.963231,-0.217331,0.0000,4,19.7657,24.0715,0.5086,-99,-99,99.99,99.99,-99,-99,19.7657,0.0544
220365710,VVDS-J222001.30-001257.2,335.005442,-0.2159143,0.0000,4,21.3785,99.99,99.99,-99,-99,99.99,99.99,-99,-99,21.3785,0.1204
220365753,VVDS-J222105.54-001259.7,335.27312,-0.216589,0.0000,4,19.6667,22.9634,0.3987,-99,-99,99.99,99.99,-99,-99,19.6667,0.046
220365797,VVDS-J222109.61-001257.6,335.290051,-0.216003,0.3334,4,20.8055,22.5509,0.4002,-99,-99,99.99,99.99,-99,-99,20.8055,0.0791
220365919,VVDS-J221951.73-001253.7,334.965564,-0.2149248,0.3333,4,21.6114,22.7199,0.456,-99,-99,99.99,99.99,-99,-99,21.6114,0.1343
220366004,VVDS-J221808.57-001249.8,334.535744,-0.2138461,0.0000,4,20.9709,99.99,99.99,-99,-99,23.5953,0.0845,-99,-99,20.9709,0.0799
220366097,VVDS-J222006.93-001248.5,335.028897,-0.2134995,0.4009,4,21.5345,23.1073,0.4426,-99,-99,99.99,99.99,-99,-99,21.5345,0.1227
220366145,VVDS-J221810.64-001247.2,334.544364,-0.2131205,0.5921,3,21.517,22.9148,0.4725,-99,-99,22.2411,0.0382,-99,-99,21.517,0.096
220366181,VVDS-J221901.69-001247.8,334.757052,-0.2132976,0.7531,3,21.3812,99.99,99.99,-99,-99,23.9757,0.1497,-99,-99,21.3812,0.0929
220366238,VVDS-J222044.48-001243.4,335.185366,-0.2120774,0.6684,4,22.2558,23.9942,0.5429,-99,-99,99.99,99.99,-99,-99,22.2558,0.162
220366326,VVDS-J221952.60-001240.0,334.969198,-0.2111296,0.3449,4,22.3457,24.1103,0.4976,-99,-99,99.99,99.99,-99,-99,22.3457,0.193
220366398,VVDS-J221942.71-001248.7,334.927966,-0.2135481,0.0000,3,17.7288,19.2472,0.3331,-99,-99,99.99,99.99,-99,-99,17.7288,0.0254
220366424,VVDS-J221906.80-001244.0,334.778348,-0.2122458,0.2334,3,20.2134,22.643,0.3991,-99,-99,21.0165,0.018,-99,-99,20.2134,0.0424
220366462,VVDS-J222142.18-001240.6,335.425789,-0.2113049,0.0000,4,19.0444,-99.9,-99.9,-99,-99,99.99,99.99,-99,-99,19.0444,0.0375
220366484,VVDS-J221809.04-001247.8,334.537708,-0.2132878,0.0000,4,17.8591,24.4408,0.6442,-99,-99,19.9182,0.0086,-99,-99,17.8591,0.0183
220366507,VVDS-J222011.11-001234.1,335.046315,-0.2094967,0.0000,4,22.2442,99.99,99.99,-99,-99,99.99,99.99,-99,-99,22.2442,0.1711
220366554,VVDS-J221929.79-001239.7,334.874136,-0.2110519,0.4165,4,21.523,23.027,0.4087,-99,-99,99.99,99.99,-99,-99,21.523,0.125
220366649,VVDS-J221811.94-001237.7,334.549758,-0.2104827,0.0000,4,19.3285,22.6902,0.4456,-99,-99,20.719,0.013,-99,-99,19.3285,0.0335
220366731,VVDS-J221859.91-001231.6,334.749655,-0.208786,0.5217,3,21.4612,99.99,99.99,-99,-99,23.4962,0.0894,-99,-99,21.4612,0.0976
220366745,VVDS-J221949.99-001229.2,334.958302,-0.2081253,0.0000,4,20.7601,99.99,99.99,-99,-99,99.99,99.99,-99,-99,20.7601,0.0863
220366773,VVDS-J221903.72-001227.2,334.765518,-0.2075607,0.6154,4,22.4569,24.3601,0.5717,-99,-99,23.434,0.0745,-99,-99,22.4569,0.1504
220366808,VVDS-J222136.56-001226.6,335.402366,-0.2074031,0.0000,4,21.1813,99.99,99.99,-99,-99,99.99,99.99,-99,-99,21.1813,0.0975
220366916,VVDS-J221825.36-001225.2,334.605682,-0.2070256,0.0000,4,21.3933,99.99,99.99,-99,-99,24.8701,0.2504,-99,-99,21.3933,0.0848
220366966,VVDS-J221908.02-001228.7,334.78343,-0.2079767,0.6666,3,21.0425,99.99,99.99,-99,-99,23.5581,0.1176,-99,-99,21.0425,0.0625
220367125,VVDS-J221857.37-001221.8,334.739069,-0.2060667,0.0000,4,21.2489,99.99,99.99,-99,-99,23.6368,0.091,-99,-99,21.2489,0.0828
220367136,VVDS-J221815.94-001220.9,334.566439,-0.2058307,0.0000,4,20.3605,99.99,99.99,-99,-99,23.2535,0.0669,-99,-99,20.3605,0.054
220367171,VVDS-J221906.03-001225.8,334.77514,-0.207182,0.0000,4,18.9503,99.99,99.99,-99,-99,22.4902,0.0429,-99,-99,18.9503,0.026
220367194,VVDS-J221942.22-001217.5,334.925919,-0.2048747,0.0000,4,20.8858,99.99,99.99,-99,-99,99.99,99.99,-99,-99,20.8858,0.0916
220367262,VVDS-J221858.67-001231.2,334.744494,-0.208693,0.5211,4,19.4614,99.99,99.99,-99,-99,21.1673,0.0286,-99,-99,19.4614,0.0371
220367399,VVDS-J221846.63-001215.0,334.694315,-0.2041733,0.0000,4,20.2306,99.99,99.99,-99,-99,22.6617,0.0464,-99,-99,20.2306,0.0493
220367454,VVDS-J221933.44-001209.8,334.889373,-0.2027274,0.6797,3,21.9487,99.99,99.99,-99,-99,99.99,99.99,-99,-99,21.9487,0.1969
220367483,VVDS-J222040.42-001210.2,335.16844,-0.2028463,0.5230,3,21.2154,99.99,99.99,-99,-99,99.99,99.99,-99,-99,21.2154,0.0966
220367563,VVDS-J222116.60-001209.1,335.319202,-0.2025542,0.0000,4,20.8492,99.99,99.99,-99,-99,99.99,99.99,-99,-99,20.8492,0.0797
220367694,VVDS-J221937.39-001205.9,334.905797,-0.2016515,0.2135,4,21.1978,23.086,0.4309,-99,-99,99.99,99.99,-99,-99,21.1978,0.1094
220367793,VVDS-J222008.11-001202.6,335.033801,-0.2007226,0.2445,4,21.1612,24.4471,0.5606,-99,-99,99.99,99.99,-99,-99,21.1612,0.1014
220367857,VVDS-J221847.24-001203.5,334.696867,-0.2009948,0.0000,4,19.5703,99.99,99.99,-99,-99,21.9914,0.0301,-99,-99,19.5703,0.0383
220367970,VVDS-J221909.12-001156.6,334.788019,-0.1990737,0.0000,4,21.2258,99.99,99.99,-99,-99,24.4098,0.1779,-99,-99,21.2258,0.0672
220368063,VVDS-J221843.12-001153.3,334.679699,-0.1981598,0.0000,4,21.6064,99.99,99.99,-99,-99,23.3581,0.0721,-99,-99,21.6064,0.0939
220368175,VVDS-J222030.27-001157.5,335.126154,-0.1993304,0.0000,4,18.5156,24.1549,0.5014,-99,-99,99.99,99.99,-99,-99,18.5156,0.0364
220368185,VVDS-J221836.39-001152.4,334.651655,-0.1979124,0.6513,4,21.4107,99.99,99.99,-99,-99,23.122,0.0688,-99,-99,21.4107,0.0862
220368240,VVDS-J221936.73-001154.9,334.903077,-0.198585,0.4065,3,20.3113,23.2984,0.4678,-99,-99,99.99,99.99,-99,-99,20.3113,0.0707
220368264,VVDS-J222049.16-001149.2,335.204864,-0.1970267,0.6652,3,21.3275,99.99,99.99,-99,-99,99.99,99.99,-99,-99,21.3275,0.1014
220368270,VVDS-J221932.27-001149.6,334.884486,-0.1971136,0.5214,4,21.0693,99.99,99.99,-99,-99,99.99,99.99,-99,-99,21.0693,0.0978
220368370,VVDS-J221851.25-001146.7,334.713567,-0.1963064,0.3800,4,21.1399,23.794,0.5237,-99,-99,21.7492,0.0259,-99,-99,21.1399,0.0797
220368415,VVDS-J222026.05-001148.7,335.108553,-0.1968874,0.6511,3,21.1834,23.615,0.4877,-99,-99,99.99,99.99,-99,-99,21.1834,0.1069
220368466,VVDS-J221927.51-001154.2,334.86464,-0.1983917,0.2428,4,21.608,23.8402,0.4645,-99,-99,99.99,99.99,-99,-99,21.608,0.1381
220368538,VVDS-J222103.41-001141.5,335.264215,-0.1948707,0.0000,4,21.973,99.99,99.99,-99,-99,99.99,99.99,-99,-99,21.973,0.1357
220368545,VVDS-J222017.08-001149.4,335.071192,-0.197059,0.0000,4,18.2781,23.108,0.3992,-99,-99,99.99,99.99,-99,-99,18.2781,0.0265
220368598,VVDS-J222034.70-001138.3,335.144604,-0.1939776,0.0000,4,21.8302,99.99,99.99,-99,-99,99.99,99.99,-99,-99,21.8302,0.1281
220368654,VVDS-J222029.76-001135.9,335.124019,-0.1933251,0.6572,4,22.4449,24.2674,0.5407,-99,-99,99.99,99.99,-99,-99,22.4449,0.1903
220368677,VVDS-J222039.31-001137.7,335.163802,-0.1938163,0.4236,4,22.2917,24.3342,0.5758,-99,-99,99.99,99.99,-99,-99,22.2917,0.1636
220368717,VVDS-J221902.28-001144.2,334.75952,-0.1956268,0.7262,4,20.6644,99.99,99.99,-99,-99,22.9492,0.082,-99,-99,20.6644,0.0642
220368784,VVDS-J222147.84-001132.8,335.44937,-0.1924588,0.8735,4,21.852,-99.9,-99.9,-99,-99,99.99,99.99,-99,-99,21.852,0.1361
220368939,VVDS-J221844.61-001133.1,334.685889,-0.1925454,0.0000,4,20.0136,99.99,99.99,-99,-99,22.0841,0.0317,-99,-99,20.0136,0.0446
220368972,VVDS-J222011.55-001130.1,335.048156,-0.1917082,0.0000,4,20.6775,22.2853,0.3624,-99,-99,99.99,99.99,-99,-99,20.6775,0.0806
220368997,VVDS-J222031.94-001128.2,335.133103,-0.1911874,0.0000,4,21.4309,99.99,99.99,-99,-99,99.99,99.99,-99,-99,21.4309,0.1062
