ds_spectra.NUM,ds_spectra.ID_IAU,ds_spectra.ALPHA,ds_spectra.DELTA,ds_spectra.Z,ds_spectra.ZFLAGS,ds_spectra.MAGI,ds_cfh12k.MAG_AUTO_U,ds_cfh12k.MAGERR_AUTO_U,ds_cfh12k.MAG_AUTO_B,ds_cfh12k.MAGERR_AUTO_B,ds_cfh12k.MAG_AUTO_V,ds_cfh12k.MAGERR_AUTO_V,ds_cfh12k.MAG_AUTO_R,ds_cfh12k.MAGERR_AUTO_R,ds_cfh12k.MAG_AUTO_I,ds_cfh12k.MAGERR_AUTO_I,MAG_AUTO_U,MAGERR_AUTO_U,MAG_AUTO_G,MAGERR_AUTO_G,MAG_AUTO_R,MAGERR_AUTO_R,MAG_AUTO_I,MAGERR_AUTO_I,MAG_AUTO_Z,MAGERR_AUTO_Z
020333070,VVDS-J022622.72-041600.5,36.5946886,-4.2668258,0.5859,4,21.6867,24.0978,0.0737,23.6314,0.0593,22.9167,0.036,22.1378,0.0264,21.6867,0.032,23.882111,0.018500,23.136415,0.010000,22.140126,0.010000,21.543798,0.010000,21.414774,0.010000
020333112,VVDS-J022600.93-041604.5,36.5039051,-4.2679328,0.2021,3,22.3133,24.0354,0.1824,23.5941,0.0484,22.7581,0.0253,22.5582,0.0269,22.3133,0.0311,24.030123,0.020800,23.036155,0.010000,22.546364,0.010000,22.305580,0.010000,22.231454,0.013100
020333134,VVDS-J022808.80-041602.7,37.0366738,-4.2674332,0.8627,3,20.9872,23.434,0.0574,23.1065,0.0383,22.3942,0.0241,21.9456,0.0216,20.9872,0.0184,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
020333147,VVDS-J022731.54-041559.9,36.8814294,-4.2666612,0.5139,4,22.4973,24.7352,0.1088,24.1761,0.0707,23.4657,0.0464,22.7414,0.0322,22.4973,0.0454,24.372099,0.027800,23.691990,0.010200,22.763544,0.010000,22.350253,0.010000,22.186552,0.011800
020333244,VVDS-J022740.31-041617.8,36.9179651,-4.2716364,0.3112,4,19.4897,23.667,0.1222,22.0507,0.0248,20.7621,0.01,20.1132,0.0095,19.4897,0.0076,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
020333277,VVDS-J022535.94-041605.2,36.3997566,-4.2681133,0.5523,3,20.6045,-99.9,-99.9,22.9411,0.0377,22.1212,0.0282,21.2428,0.0163,20.6045,0.0141,23.410711,0.017600,22.451315,0.010000,21.381426,0.010000,20.686198,0.010000,20.375174,0.010000
020333313,VVDS-J022812.20-041557.0,37.0508619,-4.2658524,0.2089,4,22.8463,24.8482,0.1287,24.1468,0.0624,23.4767,0.0373,23.2531,0.0418,22.8463,0.0489,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
020333376,VVDS-J022624.70-041559.2,36.6029359,-4.2664488,0.8598,4,21.9467,23.5329,0.0467,23.4442,0.0591,22.9133,0.0314,22.8565,0.0486,21.9467,0.031,23.537170,0.011400,23.171791,0.010000,22.847191,0.010000,22.106700,0.010000,21.882069,0.010000
020333443,VVDS-J022514.36-041556.9,36.3098539,-4.2658224,0.8640,4,23.5593,24.1694,0.0924,24.1275,0.0719,24.1642,0.0971,24.2346,0.1086,23.5593,0.1005,24.132782,0.020500,23.976646,0.012000,23.880183,0.014600,23.394121,0.013200,23.177508,0.027500
020333467,VVDS-J022531.90-041558.3,36.3829556,-4.2661978,0.0000,4,21.2408,-99.9,-99.9,26.0056,0.2357,24.4793,0.0972,23.4044,0.0452,21.2408,0.0148,27.126564,0.290000,24.890478,0.023400,23.631900,0.010000,21.640278,0.010000,20.832958,0.010000
020333487,VVDS-J022740.94-041559.8,36.9205848,-4.2666264,0.3107,4,22.5423,24.0332,0.1088,23.7856,0.0657,22.9329,0.0394,22.7895,0.0421,22.5423,0.0668,24.010293,0.024500,23.298562,0.010000,22.709398,0.010000,22.499292,0.010000,22.317382,0.017600
020333507,VVDS-J022757.64-041601.8,36.9902063,-4.2671713,0.7089,4,22.3533,23.4749,0.0717,23.7191,0.0518,23.2182,0.0386,22.7761,0.034,22.3533,0.0428,24.170722,0.030400,23.467361,0.013000,22.951652,0.010600,22.352445,0.010000,22.167665,0.019000
020333621,VVDS-J022743.23-041555.1,36.9301408,-4.2653099,0.1219,4,23.1277,24.2381,0.1402,24.0532,0.0655,23.5406,0.0447,23.4004,0.0491,23.1277,0.0689,24.489175,0.026900,23.498879,0.010000,23.259259,0.010000,23.036812,0.010000,23.045874,0.024000
020333674,VVDS-J022546.90-041555.4,36.4454485,-4.265401,0.5579,4,22.3041,-99.9,-99.9,24.3277,0.1396,23.5154,0.062,22.6891,0.0286,22.3041,0.0341,24.154258,0.020300,23.656351,0.010000,22.771253,0.010000,22.352117,0.010000,22.282289,0.011700
020333706,VVDS-J022614.97-041552.7,36.5623992,-4.2646595,1.1779,3,23.4323,24.5842,0.1103,24.7738,0.1102,24.1691,0.0666,24.099,0.083,23.4323,0.0819,24.561164,0.029800,24.304809,0.015100,23.918110,0.014000,23.447553,0.012600,22.992676,0.021100
020333734,VVDS-J022630.38-041608.2,36.6266248,-4.2689449,0.6367,4,19.5742,23.5625,0.0603,22.6371,0.0377,21.3677,0.0161,20.401,0.0136,19.5742,0.0092,21.926853,0.030800,20.679662,0.010000,19.813585,0.010000,19.090306,0.010000,18.795284,0.010000
020333880,VVDS-J022552.59-041553.5,36.4691634,-4.2648701,0.7868,3,22.4951,-99.9,-99.9,24.3094,0.1359,23.9207,0.0788,23.273,0.0421,22.4951,0.0431,24.448105,0.026400,23.992672,0.011800,23.442725,0.010000,22.580700,0.010000,22.328345,0.012300
020333959,VVDS-J022629.66-041551.6,36.6236076,-4.264357,0.4273,4,23.8222,24.9065,0.1302,24.8226,0.0988,24.2625,0.0721,23.7274,0.0608,23.8222,0.1116,24.736224,0.029700,24.280209,0.013100,23.680097,0.010000,23.403367,0.010700,23.369278,0.026600
020333986,VVDS-J022542.44-041552.7,36.4268709,-4.2646516,0.5254,4,22.2865,-99.9,-99.9,23.7203,0.0963,22.9409,0.0418,22.5919,0.0269,22.2865,0.0358,23.608858,0.012700,23.262251,0.010000,22.609753,0.010000,22.324517,0.010000,22.210389,0.011000
020334024,VVDS-J022628.54-041605.6,36.618947,-4.268239,0.4275,4,20.4798,24.7305,0.1443,23.1215,0.0467,21.8913,0.0205,21.1036,0.0192,20.4798,0.0152,23.536970,0.025000,22.334860,0.010000,21.158380,0.010000,20.531025,0.010000,20.205952,0.010000
020334124,VVDS-J022613.52-041601.0,36.5563669,-4.2669551,0.5550,4,19.8448,22.4615,0.0269,22.0172,0.0271,21.2677,0.014,20.4037,0.0123,19.8448,0.0095,22.384605,0.010000,21.586317,0.010000,20.541491,0.010000,19.921013,0.010000,19.664622,0.010000
020334128,VVDS-J022613.02-041555.8,36.5542818,-4.2655131,0.1365,3,22.4084,23.4621,0.0741,22.9106,0.0435,22.5151,0.0278,22.6308,0.0415,22.4084,0.0571,23.221717,0.018000,22.547773,0.010000,22.403984,0.010000,22.291433,0.010000,22.388761,0.024400
020334146,VVDS-J022741.21-041607.8,36.921718,-4.2688334,0.0818,4,18.91,21.076,0.0119,20.2347,0.0102,19.5523,0.0064,19.271,0.0057,18.91,0.0059,20.829993,0.010000,19.705462,0.010000,19.232698,0.010000,18.912192,0.010000,18.777182,0.010000
020334151,VVDS-J022534.69-041550.3,36.394569,-4.2639745,0.5605,3,22.4809,-99.9,-99.9,26.6236,0.5452,24.4657,0.1118,23.3593,0.0433,22.4809,0.0374,29.342117,2.905600,24.794042,0.028800,23.386573,0.010400,22.463358,0.010000,22.158643,0.012300
020334194,VVDS-J022551.25-041552.3,36.4635699,-4.264537,0.0000,4,20.9116,-99.9,-99.9,24.5995,0.1456,23.2766,0.0493,22.352,0.0224,20.9116,0.0141,25.309947,0.051900,23.771080,0.010000,22.656005,0.010000,21.223659,0.010000,20.686091,0.010000
020334211,VVDS-J022625.98-041553.0,36.6082747,-4.264749,0.2956,4,21.5963,23.3212,0.0589,23.1884,0.0416,22.2302,0.0227,21.9661,0.0234,21.5963,0.0247,23.428117,0.012200,22.577112,0.010000,21.935762,0.010000,21.624682,0.010000,21.432326,0.010000
020334231,VVDS-J022555.27-041602.4,36.4803127,-4.2673417,1.0438,3,21.5612,-99.9,-99.9,23.206,0.0738,22.0938,0.0236,22.2951,0.0332,21.5612,0.0236,22.768470,0.010000,22.537291,0.010000,22.248691,0.010000,21.712000,0.010000,21.304869,0.010000
020334288,VVDS-J022524.92-041550.0,36.3538607,-4.263901,0.5537,3,23.2493,24.3137,0.0941,24.0976,0.0795,24.0398,0.0788,23.7388,0.0551,23.2493,0.0667,24.128847,0.021200,23.884865,0.011000,23.662449,0.011800,23.235221,0.011100,22.839332,0.020300
020334291,VVDS-J022553.14-041550.8,36.4714546,-4.2641329,0.5251,4,21.5213,-99.9,-99.9,23.6917,0.0758,22.8962,0.0415,22.155,0.0202,21.5213,0.0208,24.072658,0.017400,23.289236,0.010000,22.284598,0.010000,21.656880,0.010000,21.359430,0.010000
020334311,VVDS-J022559.96-041601.2,36.4998382,-4.2670072,0.0000,4,18.6787,22.2842,0.0414,20.4983,0.0106,19.5627,0.0048,19.0884,0.0038,18.6787,0.0035,21.917741,0.010000,19.967137,0.010000,19.117703,0.010000,18.726661,0.010000,18.572863,0.010000
020334366,VVDS-J022623.38-041547.7,36.5974193,-4.2632698,0.5835,4,23.272,24.8925,0.2128,25.1027,0.1859,24.292,0.1064,23.9567,0.094,23.272,0.1161,24.836452,0.048600,24.476008,0.023300,23.947751,0.019000,23.662019,0.020500,23.628561,0.049900
020334392,VVDS-J022541.67-041550.4,36.4236296,-4.26402,0.5590,3,22.1619,-99.9,-99.9,23.7719,0.1111,23.0328,0.0451,22.6205,0.0302,22.1619,0.0346,23.960311,0.020300,23.449715,0.010000,22.651826,0.010000,22.210398,0.010000,22.060174,0.011100
020334458,VVDS-J022759.54-041605.0,36.998096,-4.2680805,0.3425,4,19.6852,23.3211,0.0476,22.1331,0.0236,20.7799,0.0112,20.1764,0.0085,19.6852,0.0092,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
020334513,VVDS-J022724.59-041545.1,36.8524772,-4.2625464,0.7284,3,23.6661,99.99,99.99,25.4444,0.168,24.7973,0.0984,24.1787,0.085,23.6661,0.0898,25.509258,0.053900,24.945281,0.021500,24.298964,0.015700,23.630993,0.011800,23.409206,0.024700
020334615,VVDS-J022538.00-041557.3,36.4083746,-4.2659177,0.0000,3,20.3098,-99.9,-99.9,22.3985,0.0372,21.0245,0.0208,20.7697,0.0128,20.3098,0.0181,23.022264,0.011600,21.560178,0.010000,20.827000,0.010000,20.437278,0.010000,20.202658,0.010000
020334639,VVDS-J022603.40-041547.3,36.5141918,-4.2631595,1.0320,3,22.967,24.1194,0.138,24.0505,0.0694,23.6603,0.0581,23.4758,0.0572,22.967,0.0801,24.067458,0.022000,23.819536,0.011900,23.634698,0.013400,23.124180,0.011700,22.794330,0.022300
020334664,VVDS-J022555.55-041545.6,36.4814969,-4.262693,0.6026,4,23.2686,-99.9,-99.9,24.5452,0.1048,23.7859,0.0598,23.6568,0.0609,23.2686,0.0613,24.740470,0.033300,24.347691,0.016000,23.675891,0.011500,23.232000,0.010600,23.209569,0.026700
020334707,VVDS-J022548.39-041551.3,36.451636,-4.2642652,0.0000,4,18.8517,-99.9,-99.9,22.4553,0.0443,20.9896,0.0147,20.1924,0.0074,18.8517,0.0048,24.079823,0.020200,21.652470,0.010000,20.419319,0.010000,19.119718,0.010000,18.627013,0.010000
020334811,VVDS-J022600.29-041544.4,36.5012315,-4.2623546,0.6148,3,23.6005,99.99,99.99,26.252,0.2202,25.3342,0.1292,24.506,0.0707,23.6005,0.0684,26.336794,0.110100,25.622001,0.039900,24.554276,0.019800,23.834641,0.014200,23.471548,0.026000
020334838,VVDS-J022815.36-041547.7,37.0640101,-4.2632561,0.0000,3,21.1561,22.3034,0.0204,21.6945,0.0183,21.3525,0.0123,21.274,0.0141,21.1561,0.0149,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
020334910,VVDS-J022726.36-041542.3,36.8598447,-4.2617698,1.3834,3,23.8854,24.5865,0.1161,24.5855,0.0865,24.4254,0.0713,24.3628,0.093,23.8854,0.1035,24.583846,0.025500,24.282826,0.013200,24.097671,0.014600,23.902673,0.017100,23.594067,0.032800
020334952,VVDS-J022739.14-041543.1,36.9131118,-4.2619742,0.7833,4,22.5207,99.99,99.99,26.5962,0.3713,24.664,0.0864,23.7409,0.0598,22.5207,0.0359,26.526952,0.169400,25.238654,0.036000,23.832718,0.013100,22.624133,0.010000,22.145837,0.010000
020335016,VVDS-J022548.19-041547.6,36.450833,-4.2632461,0.5573,4,21.4778,-99.9,-99.9,24.6475,0.1373,23.1535,0.0507,22.3849,0.0253,21.4778,0.0218,25.134670,0.080800,23.764406,0.015700,22.492946,0.010000,21.625638,0.010000,21.267328,0.010000
020335183,VVDS-J022533.71-041541.4,36.3904767,-4.2615072,3.6993,4,23.6825,-99.9,-99.9,99.99,99.99,25.3682,0.2438,23.946,0.0689,23.6825,0.1041,-99.900000,-99.900000,25.731906,0.066200,23.983746,0.017400,23.522238,0.015500,23.346928,0.034400
020335283,VVDS-J022536.87-041540.2,36.4036544,-4.2611833,0.5603,4,23.498,-99.9,-99.9,24.7187,0.0877,24.4626,0.1178,23.9418,0.0748,23.498,0.1107,24.906523,0.047300,24.588970,0.023800,23.979219,0.017800,23.524818,0.016000,23.479513,0.040000
020335296,VVDS-J022530.35-041540.7,36.3764823,-4.2613329,0.5875,4,23.478,23.7021,0.141,24.3464,0.0662,24.1281,0.0839,23.7876,0.0579,23.478,0.0814,24.332011,0.026300,24.155899,0.015000,23.668671,0.012600,23.348260,0.012800,23.448515,0.036400
020335314,VVDS-J022532.36-041549.4,36.3848472,-4.263744,0.0000,4,18.2914,23.4881,0.1311,22.2337,0.03,20.712,0.0126,19.8219,0.0062,18.2914,0.0035,23.231070,0.012700,21.261706,0.010000,20.043046,0.010000,18.496638,0.010000,17.865528,0.010000
020335415,VVDS-J022621.60-041538.7,36.5900276,-4.2607632,0.9401,3,23.5351,23.9825,0.0789,24.1312,0.078,23.9873,0.0629,24.0176,0.0791,23.5351,0.1175,24.007264,0.018500,23.905878,0.011500,23.809100,0.013800,23.319078,0.012100,23.155858,0.025900
020335465,VVDS-J022732.81-041547.4,36.8867197,-4.2631816,0.0000,4,18.6631,23.5835,0.049,21.6795,0.0207,20.3584,0.0083,19.6125,0.0065,18.6631,0.0045,22.998105,0.010000,20.805217,0.010000,19.656691,0.010000,18.767613,0.010000,18.402222,0.010000
020335509,VVDS-J022608.02-041540.8,36.5334558,-4.2613482,0.0000,4,20.2011,99.99,99.99,24.0404,0.0734,22.6329,0.0289,21.6786,0.0175,20.2011,0.0117,25.495035,0.065900,23.171240,0.010000,21.936267,0.010000,20.463176,0.010000,19.910511,0.010000
020335550,VVDS-J022611.59-041552.8,36.5483239,-4.2646795,0.5323,4,21.4641,23.0449,0.0482,22.9084,0.0425,22.3852,0.0258,21.7436,0.0218,21.4641,0.0255,23.017082,0.011700,22.588992,0.010000,21.780650,0.010000,21.439634,0.010000,21.339385,0.010000
020335587,VVDS-J022736.00-041548.7,36.9000255,-4.2635435,0.0000,4,19.8227,22.8208,0.0326,22.539,0.0314,21.7584,0.0169,21.0194,0.0135,19.8227,0.0087,22.610811,0.010000,21.980845,0.010000,21.160337,0.010000,19.866973,0.010000,19.570591,0.010000
020335619,VVDS-J022559.28-041549.7,36.4970157,-4.2638326,0.5262,4,19.9253,22.3747,0.0993,21.9408,0.0205,21.2586,0.0118,20.5078,0.0075,19.9253,0.0072,22.203641,0.010000,21.552937,0.010000,20.641803,0.010000,20.072061,0.010000,19.780463,0.010000
020335920,VVDS-J022521.02-041538.6,36.3375856,-4.2607473,0.3422,3,21.457,23.4509,0.0422,23.056,0.0328,22.1563,0.0258,21.9064,0.0178,21.457,0.0187,23.369323,0.011500,22.575239,0.010000,21.876808,0.010000,21.614843,0.010000,21.390495,0.010000
020335941,VVDS-J022553.97-041544.4,36.4749161,-4.2623522,0.2969,3,21.0402,-99.9,-99.9,23.2401,0.0544,21.9635,0.0265,21.5157,0.0172,21.0402,0.0184,23.953211,0.026700,22.559499,0.010000,21.575171,0.010000,21.128360,0.010000,20.892215,0.010000
020335949,VVDS-J022541.74-041540.3,36.4239366,-4.2612158,1.4981,3,22.6976,-99.9,-99.9,23.5873,0.0652,22.7959,0.0433,23.0688,0.0483,22.6976,0.0659,23.688564,0.024100,23.149078,0.010000,22.900400,0.010300,22.691978,0.011600,22.322558,0.021700
020336021,VVDS-J022557.79-041536.3,36.4908041,-4.2601094,0.7330,3,23.0751,-99.9,-99.9,24.3704,0.0629,24.0164,0.0486,23.5626,0.0378,23.0751,0.0461,24.522388,0.026500,24.166374,0.013200,23.676630,0.011100,23.069781,0.010000,22.850578,0.018300
020336174,VVDS-J022732.15-041534.2,36.8839935,-4.2595158,0.6999,4,22.4916,23.448,0.0563,23.3433,0.0483,23.2201,0.039,22.8384,0.0402,22.4916,0.0458,23.262658,0.016200,23.069681,0.010000,22.700164,0.010000,22.289393,0.010000,21.939206,0.014100
020336308,VVDS-J022559.32-041536.8,36.4972048,-4.2602291,0.8754,4,21.4361,99.99,99.99,23.3362,0.0395,23.0196,0.0323,22.4402,0.0218,21.4361,0.0182,23.664994,0.016400,23.164401,0.010000,22.639976,0.010000,21.732041,0.010000,21.317548,0.010000
020336339,VVDS-J022747.35-041529.6,36.9473104,-4.2582433,0.5101,4,23.8089,25.3385,0.3008,25.4799,0.1611,24.8633,0.1003,24.4484,0.0998,23.8089,0.0952,25.482540,0.052200,25.058314,0.024600,24.218280,0.015100,23.905850,0.015800,23.818956,0.037200
020336429,VVDS-J022612.35-041530.5,36.5514704,-4.2584848,0.6912,4,23.7486,99.99,99.99,25.3291,0.1621,24.9125,0.1018,24.2928,0.0879,23.7486,0.1175,25.269464,0.052000,24.975994,0.028700,24.433155,0.023500,23.923216,0.019400,23.674117,0.037400
020336471,VVDS-J022604.03-041538.9,36.5167988,-4.2608192,0.6232,4,21.1906,99.99,99.99,24.7669,0.1157,23.3462,0.0466,22.2312,0.0234,21.1906,0.0217,26.532111,0.246700,24.058499,0.017700,22.526971,0.010000,21.402760,0.010000,21.000115,0.010000
020336474,VVDS-J022549.58-041531.7,36.4566218,-4.2588172,0.9540,3,22.5822,-99.9,-99.9,24.3293,0.0836,23.8569,0.0719,23.5836,0.0499,22.5822,0.0431,24.341229,0.024700,23.977597,0.011900,23.573766,0.011000,22.752078,0.010000,22.478482,0.014200
020336530,VVDS-J022611.04-041532.7,36.546028,-4.2590888,0.6318,4,22.7005,24.2567,0.1473,24.3814,0.0978,23.8308,0.0578,23.3502,0.0525,22.7005,0.0638,24.344670,0.030900,23.931921,0.013700,23.370101,0.010900,22.927176,0.010200,22.747887,0.023500
020336562,VVDS-J022535.65-041533.0,36.3985423,-4.2591696,0.6054,4,21.2651,-99.9,-99.9,24.184,0.0656,23.0673,0.0437,22.2222,0.0216,21.2651,0.0173,24.744376,0.044700,23.565834,0.010000,22.379292,0.010000,21.407898,0.010000,21.057098,0.010000
020336567,VVDS-J022520.05-041536.9,36.3335797,-4.2602537,0.9270,3,21.1391,22.5978,0.0256,22.6617,0.0277,22.1924,0.0281,21.9432,0.0198,21.1391,0.0173,22.931323,0.010400,22.562739,0.010000,22.144408,0.010000,21.407643,0.010000,21.143095,0.010000
020336624,VVDS-J022538.46-041533.9,36.4102731,-4.2594272,0.2892,3,22.4797,-99.9,-99.9,24.4926,0.1223,23.4462,0.1007,22.4478,0.0365,22.4797,0.0672,24.968023,0.057300,23.865470,0.013200,23.104419,0.010000,22.753418,0.010000,22.540913,0.018300
020336657,VVDS-J022527.46-041535.7,36.3644349,-4.2599308,0.3264,24,20.6708,25.762,0.3291,25.0126,0.1203,23.165,0.0498,22.049,0.0203,20.6708,0.0121,25.114953,0.091600,23.898293,0.019100,22.218296,0.010000,20.832882,0.010000,20.307502,0.010000
020336663,VVDS-J022541.06-041534.9,36.4211135,-4.2597196,0.6362,4,21.821,-99.9,-99.9,23.5486,0.062,22.895,0.0441,22.333,0.0272,21.821,0.0285,23.546570,0.017900,23.103906,0.010000,22.452046,0.010000,21.929338,0.010000,21.701028,0.010000
020336683,VVDS-J022608.77-041530.1,36.5365588,-4.2583678,0.4796,4,22.9198,24.4952,0.1363,24.374,0.0949,23.7096,0.0498,23.205,0.0458,22.9198,0.0716,24.333146,0.029100,23.890896,0.012800,23.200160,0.010000,22.891097,0.010000,22.945650,0.025600
020336729,VVDS-J022614.07-041529.9,36.5586294,-4.2583294,0.6920,4,22.3062,24.2246,0.1184,23.9124,0.0704,23.4867,0.0418,22.795,0.0343,22.3062,0.0422,24.169505,0.033000,23.507002,0.012400,22.838135,0.010000,22.270475,0.010000,22.102463,0.014800
020336771,VVDS-J022551.13-041531.7,36.4630486,-4.2588254,0.2117,3,22.6254,-99.9,-99.9,23.4965,0.0546,22.9924,0.0468,22.8977,0.0373,22.6254,0.0563,23.917394,0.021500,23.155616,0.010000,22.847132,0.010000,22.684779,0.010000,22.607806,0.020300
020336948,VVDS-J022612.28-041536.1,36.5511675,-4.2600418,0.6868,4,20.3592,22.281,0.0187,22.0053,0.0265,21.4592,0.0151,20.8621,0.0121,20.3592,0.0142,22.210005,0.010000,21.624102,0.010000,20.997935,0.010000,20.386575,0.010000,20.226063,0.010000
020336961,VVDS-J022626.60-041527.2,36.6108723,-4.2575809,0.6212,4,23.6844,24.8899,0.1357,24.4872,0.0868,24.6656,0.1051,23.9514,0.0829,23.6844,0.1251,24.673529,0.036900,24.385552,0.018400,23.869999,0.015300,23.439565,0.014200,23.576806,0.040500
020336995,VVDS-J022738.68-041534.1,36.9111975,-4.2594726,0.0000,4,18.0982,23.6988,0.0594,21.7361,0.0203,20.241,0.0076,19.3686,0.0057,18.0982,0.0032,23.114605,0.010500,20.712217,0.010000,19.469991,0.010000,18.204213,0.010000,17.691322,0.010000
020337025,VVDS-J022551.80-041531.8,36.4658531,-4.2588541,0.2105,4,21.2169,-99.9,-99.9,21.9174,0.0242,21.4813,0.019,21.4194,0.0147,21.2169,0.0175,22.209047,0.010000,21.632080,0.010000,21.315705,0.010000,21.210959,0.010000,21.232691,0.010000
020337051,VVDS-J022545.82-041527.8,36.4409168,-4.2577473,1.0651,4,21.9057,-99.9,-99.9,24.8603,0.1217,24.6538,0.1401,23.3769,0.0443,21.9057,0.0264,25.008170,0.062000,24.469106,0.026900,23.397946,0.013700,22.234638,0.010000,21.472928,0.010000
020337096,VVDS-J022550.81-041528.3,36.4617191,-4.2578774,1.9380,3,22.9314,-99.9,-99.9,23.8543,0.067,23.3867,0.0594,23.3805,0.0469,22.9314,0.059,24.309641,0.027700,23.553153,0.010000,23.356758,0.010300,23.035599,0.010500,22.893921,0.023800
020337120,VVDS-J022746.84-041527.9,36.9451916,-4.257758,3.6721,3,23.2016,99.99,99.99,99.99,99.99,24.5104,0.0983,23.8717,0.0837,23.2016,0.0793,-99.900000,-99.900000,25.242541,0.046800,23.613427,0.013900,23.226010,0.013600,23.245426,0.035500
020337206,VVDS-J022548.29-041531.1,36.4512152,-4.2586599,0.5581,3,21.4617,-99.9,-99.9,23.7752,0.0654,23.072,0.0506,22.1137,0.0222,21.4617,0.0224,24.281270,0.034700,23.376906,0.010000,22.287646,0.010000,21.620538,0.010000,21.350728,0.010000
020337405,VVDS-J022543.50-041520.0,36.4312891,-4.2555638,0.0000,3,23.7682,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,23.7682,0.0935,-99.900000,-99.900000,28.853934,0.731900,27.197592,0.214400,24.389998,0.022500,23.214998,0.019800
020337623,VVDS-J022524.01-041522.5,36.350047,-4.2562509,0.5455,3,22.1396,25.4612,0.2275,24.359,0.0748,23.5884,0.0654,22.6466,0.0294,22.1396,0.0336,24.865194,0.049500,23.860786,0.012400,22.751321,0.010000,22.140803,0.010000,21.876989,0.010000
020337720,VVDS-J022613.71-041521.2,36.5571278,-4.2558944,0.6901,4,22.1824,24.5574,0.1296,24.2976,0.085,23.5895,0.0425,22.8114,0.0332,22.1824,0.0328,24.551423,0.030900,23.778185,0.010300,22.949975,0.010000,22.238256,0.010000,21.984172,0.010000
020337815,VVDS-J022515.23-041527.1,36.3134925,-4.2575534,0.5220,4,20.5267,25.066,0.1677,23.7816,0.0524,22.4079,0.0313,21.3246,0.0135,20.5267,0.0113,24.557470,0.039500,22.941760,0.010000,21.498580,0.010000,20.649425,0.010000,20.286152,0.010000
020337839,VVDS-J022554.63-041526.6,36.4776401,-4.2574104,0.3930,4,22.1407,-99.9,-99.9,23.4648,0.0593,22.4963,0.0326,22.4122,0.0278,22.1407,0.0364,23.756064,0.017900,23.194363,0.010000,22.555044,0.010000,22.350340,0.010000,22.196700,0.013400
020337947,VVDS-J022614.54-041522.0,36.5606055,-4.2561239,0.6877,3,22.3634,99.99,99.99,26.1448,0.374,24.1479,0.0689,23.2728,0.0494,22.3634,0.0425,26.027417,0.145500,24.721157,0.028200,23.508428,0.012300,22.428796,0.010000,22.103302,0.011700
020338013,VVDS-J022615.81-041518.2,36.5658937,-4.2550656,0.7287,3,23.5775,25.3247,0.2057,25.0893,0.1427,24.7944,0.0992,24.2361,0.0904,23.5775,0.0979,25.045470,0.046300,24.637421,0.021100,24.157301,0.018400,23.562376,0.014900,23.489887,0.034400
020338169,VVDS-J022620.53-041518.4,36.5855587,-4.2551254,0.5578,3,22.6194,24.2714,0.0859,24.3167,0.0873,23.6613,0.045,22.9697,0.0371,22.6194,0.0461,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
020338197,VVDS-J022522.04-041539.7,36.3418467,-4.2610396,0.1741,4,17.2325,21.0861,0.0139,19.6272,0.0068,18.2007,0.0039,17.7359,0.0024,17.2325,0.0022,20.471370,0.010000,18.754076,0.010000,17.770135,0.010000,17.289562,0.010000,17.035611,0.010000
020338294,VVDS-J022727.06-041515.9,36.8627718,-4.2544179,0.0000,4,21.4629,99.99,99.99,26.3727,0.3104,24.6026,0.0821,23.4121,0.0476,21.4629,0.0176,26.768917,0.181500,24.939673,0.023000,23.609184,0.010000,21.768433,0.010000,21.025661,0.010000
020338355,VVDS-J022532.77-041515.4,36.3865676,-4.2542981,0.8100,3,23.9441,25.1945,0.3953,25.1909,0.1107,25.1176,0.173,24.5447,0.0987,23.9441,0.1138,25.197223,0.047800,24.884655,0.025100,24.508764,0.023800,23.941380,0.019500,23.659654,0.036700
020338404,VVDS-J022613.56-041515.3,36.5565337,-4.2542689,1.0168,3,22.6732,24.2237,0.0824,24.2087,0.0803,23.6973,0.0449,23.3971,0.0476,22.6732,0.046,24.134882,0.022100,23.803876,0.011100,23.438594,0.010800,22.788596,0.010000,22.459426,0.014300
020338439,VVDS-J022616.05-041515.9,36.5668891,-4.2544429,0.6602,4,23.3189,24.5926,0.1677,24.6654,0.1234,23.9742,0.0629,24.0595,0.0944,23.3189,0.0966,25.161523,0.049900,24.439385,0.017500,24.035275,0.016300,23.788156,0.018100,23.707272,0.040900
020338442,VVDS-J022544.47-041516.6,36.4353315,-4.2546369,0.9583,4,22.2625,-99.9,-99.9,23.5927,0.0533,23.2674,0.0496,23.238,0.04,22.2625,0.0347,23.678429,0.014900,23.427497,0.010000,23.129066,0.010000,22.482478,0.010000,22.189882,0.012300
